,V061112,V061113,V06112,V8005,V6003
33104,1.0,1.0,1.0,20,5.0
33105,1.0,2.0,1.0,47,-
33106,1.0,2.0,1.0,35,-
33107,1.0,1.0,1.0,44,-
33108,1.0,1.0,1.0,37,-
33109,1.0,1.0,1.0,11,1.0
33110,1.0,2.0,1.0,59,-
33111,1.0,2.0,1.0,47,-
33112,1.0,2.0,1.0,43,-
33113,1.0,1.0,1.0,24,-
33114,1.0,1.0,1.0,40,-
33115,1.0,1.0,1.0,39,-
33116,1.0,1.0,1.0,72,-
33117,1.0,1.0,1.0,32,-
33118,1.0,1.0,1.0,26,-
33119,1.0,1.0,1.0,19,-
33120,1.0,1.0,1.0,54,-
33121,1.0,2.0,1.0,67,-
33122,1.0,1.0,1.0,69,-
33123,2.0,1.0,1.0,52,-
33124,1.0,1.0,1.0,19,-
33125,2.0,1.0,1.0,35,-
33126,2.0,1.0,1.0,62,-
33127,2.0,1.0,1.0,23,5.0
33128,1.0,1.0,1.0,24,-
33129,1.0,1.0,1.0,66,-
33130,1.0,2.0,1.0,63,-
33131,1.0,2.0,1.0,58,-
33132,1.0,2.0,1.0,41,-
33133,1.0,2.0,1.0,22,5.0
33134,1.0,2.0,1.0,18,5.0
33135,1.0,2.0,1.0,49,-
33136,1.0,2.0,1.0,47,-
33137,1.0,1.0,1.0,21,5.0
33138,1.0,1.0,1.0,18,2.0
33139,-,-,-,9,1.0
33140,2.0,1.0,1.0,44,-
33141,2.0,1.0,1.0,45,-
33142,2.0,1.0,1.0,16,2.0
33143,-,-,-,7,1.0
33144,2.0,1.0,1.0,65,-
33145,2.0,1.0,1.0,64,-
33146,1.0,2.0,1.0,46,11.0
33147,1.0,2.0,1.0,42,-
33148,1.0,2.0,3.0,13,2.0
33149,1.0,2.0,3.0,10,1.0
33150,1.0,1.0,1.0,33,-
33151,1.0,1.0,1.0,33,-
33152,-,-,-,3,7.0
33153,-,-,3.0,76,-
33154,1.0,2.0,1.0,64,-
33155,-,-,1.0,64,-
33156,-,-,3.0,88,-
33157,-,-,1.0,80,-
33158,1.0,2.0,1.0,67,-
33159,-,-,3.0,96,-
33160,2.0,1.0,1.0,46,-
33161,2.0,1.0,3.0,32,-
33162,-,-,3.0,44,-
33163,1.0,2.0,1.0,63,2.0
33164,1.0,2.0,3.0,61,-
33165,1.0,2.0,1.0,28,-
33166,1.0,1.0,1.0,31,5.0
33167,2.0,1.0,1.0,23,-
33168,2.0,2.0,1.0,35,-
33169,2.0,1.0,1.0,42,-
33170,1.0,1.0,1.0,19,2.0
33171,2.0,1.0,1.0,17,2.0
33172,2.0,1.0,1.0,14,1.0
33173,-,-,-,7,1.0
33174,1.0,1.0,1.0,41,-
33175,2.0,1.0,1.0,39,-
33176,1.0,1.0,1.0,16,2.0
33177,2.0,1.0,1.0,12,1.0
33178,-,-,-,8,1.0
33179,-,-,-,3,7.0
33180,1.0,1.0,1.0,34,-
33181,1.0,1.0,1.0,29,5.0
33182,-,-,-,9,1.0
33183,-,-,-,8,1.0
33184,-,-,1.0,56,-
33185,-,-,1.0,51,-
33186,2.0,1.0,1.0,21,-
33187,1.0,1.0,1.0,60,-
33188,1.0,1.0,1.0,36,-
33189,1.0,1.0,1.0,33,-
33190,1.0,1.0,1.0,30,-
33191,-,-,-,9,1.0
33192,-,-,1.0,67,-
33193,2.0,1.0,1.0,41,-
33194,1.0,2.0,1.0,51,-
33195,1.0,2.0,1.0,52,-
33196,1.0,1.0,1.0,20,5.0
33197,1.0,1.0,1.0,16,2.0
33198,-,-,1.0,65,-
33199,1.0,1.0,1.0,36,-
33200,1.0,2.0,1.0,60,-
33201,1.0,2.0,1.0,60,-
33202,1.0,2.0,1.0,65,-
33203,-,-,1.0,56,-
33204,1.0,1.0,1.0,15,2.0
33205,1.0,1.0,1.0,37,5.0
33206,1.0,1.0,1.0,28,-
33207,1.0,2.0,1.0,43,-
33208,1.0,1.0,1.0,38,-
33209,1.0,1.0,1.0,17,2.0
33210,1.0,2.0,3.0,13,1.0
33211,1.0,2.0,3.0,11,1.0
33212,1.0,2.0,1.0,26,-
33213,1.0,2.0,1.0,23,-
33214,1.0,1.0,1.0,48,11.0
33215,-,-,3.0,69,-
33216,-,-,1.0,54,-
33217,-,-,1.0,45,-
33218,1.0,1.0,1.0,21,5.0
33219,1.0,1.0,1.0,16,2.0
33220,2.0,1.0,1.0,21,-
33221,-,-,-,2,7.0
33222,-,-,-,1,-
33223,2.0,1.0,1.0,39,-
33224,2.0,1.0,1.0,30,-
33225,2.0,1.0,3.0,18,-
33226,2.0,1.0,1.0,15,1.0
33227,-,-,3.0,82,-
33228,-,-,3.0,60,-
33229,1.0,1.0,1.0,57,-
33230,1.0,1.0,1.0,57,-
33231,-,-,3.0,42,-
33232,2.0,1.0,1.0,40,-
33233,2.0,1.0,1.0,19,-
33234,2.0,1.0,1.0,16,-
33235,2.0,1.0,1.0,15,1.0
33236,-,-,3.0,56,-
33237,2.0,1.0,1.0,33,-
33238,2.0,1.0,1.0,15,1.0
33239,2.0,1.0,3.0,13,1.0
33240,-,-,1.0,33,-
33241,-,-,1.0,39,-
33242,-,-,3.0,63,-
33243,2.0,1.0,1.0,24,-
33244,-,-,-,3,7.0
33245,1.0,1.0,1.0,50,3.0
33246,1.0,2.0,1.0,61,-
33247,1.0,2.0,1.0,58,-
33248,1.0,1.0,1.0,22,-
33249,-,-,-,2,7.0
33250,-,-,1.0,51,-
33251,-,-,1.0,43,-
33252,1.0,2.0,1.0,53,-
33253,-,-,1.0,65,-
33254,-,-,3.0,65,-
33255,2.0,1.0,1.0,36,-
33256,2.0,1.0,1.0,50,-
33257,1.0,1.0,1.0,61,-
33258,2.0,1.0,1.0,53,-
33259,1.0,1.0,1.0,30,-
33260,1.0,1.0,1.0,26,5.0
33261,1.0,1.0,1.0,17,-
33262,2.0,1.0,1.0,52,-
33263,1.0,1.0,1.0,26,-
33264,-,-,-,1,-
33265,-,-,3.0,55,-
33266,2.0,1.0,1.0,51,-
33267,1.0,2.0,1.0,21,-
33268,2.0,1.0,1.0,30,-
33269,2.0,1.0,1.0,29,-
33270,1.0,1.0,1.0,50,11.0
33271,1.0,1.0,1.0,21,5.0
33272,1.0,1.0,1.0,32,-
33273,1.0,1.0,1.0,32,-
33274,-,-,-,2,7.0
33275,1.0,1.0,1.0,51,-
33276,1.0,1.0,1.0,21,-
33277,2.0,1.0,1.0,18,-
33278,-,-,1.0,73,-
33279,-,-,1.0,63,-
33280,1.0,1.0,1.0,30,-
33281,1.0,1.0,1.0,25,-
33282,-,-,-,5,9.0
33283,1.0,1.0,1.0,46,-
33284,2.0,1.0,1.0,20,2.0
33285,2.0,1.0,1.0,17,2.0
33286,2.0,1.0,1.0,15,2.0
33287,2.0,1.0,1.0,37,-
33288,2.0,1.0,1.0,29,-
33289,2.0,1.0,1.0,27,-
33290,2.0,1.0,1.0,32,-
33291,2.0,1.0,1.0,15,2.0
33292,2.0,1.0,1.0,55,-
33293,2.0,1.0,1.0,25,-
33294,1.0,1.0,1.0,42,-
33295,1.0,1.0,1.0,41,-
33296,1.0,1.0,1.0,16,2.0
33297,-,-,-,5,9.0
33298,1.0,1.0,1.0,25,-
33299,-,-,3.0,54,-
33300,-,-,3.0,60,-
33301,1.0,1.0,1.0,60,-
33302,1.0,1.0,1.0,60,-
33303,1.0,1.0,1.0,53,-
33304,1.0,1.0,1.0,24,5.0
33305,-,-,1.0,89,-
33306,-,-,1.0,52,-
33307,1.0,1.0,1.0,39,-
33308,1.0,1.0,3.0,10,1.0
33309,1.0,1.0,1.0,30,-
33310,1.0,1.0,1.0,32,-
33311,1.0,1.0,1.0,11,1.0
33312,1.0,1.0,1.0,32,5.0
33313,1.0,1.0,1.0,33,-
33314,1.0,1.0,1.0,27,-
33315,1.0,1.0,1.0,42,-
33316,1.0,1.0,1.0,27,-
33317,1.0,1.0,1.0,27,-
33318,-,-,-,1,-
33319,1.0,1.0,1.0,29,-
33320,1.0,1.0,1.0,28,-
33321,1.0,1.0,1.0,47,-
33322,-,-,-,9,1.0
33323,-,-,-,6,1.0
33324,-,-,1.0,65,-
33325,1.0,1.0,1.0,41,-
33326,-,-,1.0,39,-
33327,1.0,1.0,1.0,59,-
33328,-,-,1.0,57,-
33329,1.0,1.0,1.0,32,-
33330,2.0,1.0,1.0,33,-
33331,2.0,1.0,1.0,26,-
33332,2.0,1.0,1.0,17,-
33333,2.0,2.0,3.0,14,-
33334,-,-,-,6,9.0
33335,1.0,2.0,1.0,41,-
33336,1.0,2.0,1.0,16,1.0
33337,-,-,-,9,1.0
33338,-,-,-,3,7.0
33339,2.0,1.0,1.0,41,-
33340,2.0,1.0,1.0,21,-
33341,2.0,1.0,1.0,13,1.0
33342,-,-,1.0,37,-
33343,1.0,2.0,3.0,10,1.0
33344,-,-,-,8,1.0
33345,1.0,1.0,1.0,37,-
33346,-,-,1.0,46,-
33347,1.0,1.0,1.0,11,1.0
33348,1.0,1.0,1.0,41,-
33349,1.0,1.0,1.0,46,-
33350,-,-,-,7,1.0
33351,-,-,1.0,52,-
33352,-,-,1.0,52,-
33353,-,-,-,8,1.0
33354,1.0,2.0,1.0,54,-
33355,1.0,1.0,1.0,45,-
33356,1.0,1.0,1.0,27,-
33357,1.0,1.0,1.0,26,-
33358,-,-,-,9,1.0
33359,1.0,1.0,1.0,44,5.0
33360,1.0,1.0,1.0,48,-
33361,1.0,2.0,3.0,12,1.0
33362,1.0,1.0,1.0,40,-
33363,1.0,1.0,1.0,36,-
33364,-,-,-,9,1.0
33365,2.0,1.0,1.0,58,-
33366,1.0,1.0,1.0,31,-
33367,1.0,1.0,1.0,41,-
33368,1.0,2.0,1.0,45,5.0
33369,1.0,1.0,1.0,16,-
33370,1.0,1.0,1.0,13,1.0
33371,-,-,1.0,59,-
33372,-,-,1.0,59,-
33373,1.0,1.0,1.0,30,-
33374,1.0,1.0,1.0,29,-
33375,1.0,2.0,1.0,67,-
33376,-,-,1.0,61,-
33377,1.0,2.0,1.0,42,-
33378,-,-,3.0,70,-
33379,1.0,2.0,1.0,41,-
33380,1.0,2.0,1.0,47,-
33381,1.0,2.0,1.0,16,2.0
33382,1.0,2.0,1.0,53,-
33383,1.0,2.0,1.0,57,-
33384,1.0,1.0,1.0,21,5.0
33385,1.0,2.0,1.0,19,5.0
33386,1.0,1.0,1.0,58,-
33387,1.0,1.0,1.0,55,-
33388,1.0,1.0,1.0,34,-
33389,2.0,1.0,1.0,30,-
33390,1.0,1.0,1.0,37,5.0
33391,1.0,1.0,1.0,15,2.0
33392,1.0,2.0,1.0,35,-
33393,1.0,2.0,3.0,29,-
33394,1.0,2.0,3.0,13,1.0
33395,-,-,-,2,-
33396,-,-,-,1,-
33397,-,-,3.0,52,-
33398,-,-,1.0,43,-
33399,-,-,1.0,25,-
33400,-,-,-,6,1.0
33401,-,-,3.0,10,1.0
33402,2.0,1.0,1.0,58,-
33403,1.0,2.0,1.0,43,-
33404,1.0,2.0,1.0,47,-
33405,1.0,1.0,1.0,19,5.0
33406,1.0,2.0,1.0,17,2.0
33407,-,-,-,8,1.0
33408,1.0,1.0,1.0,33,-
33409,1.0,1.0,1.0,34,-
33410,-,-,1.0,43,-
33411,2.0,1.0,1.0,37,-
33412,-,-,-,9,9.0
33413,-,-,-,3,7.0
33414,2.0,1.0,1.0,17,2.0
33415,1.0,1.0,1.0,45,-
33416,1.0,1.0,1.0,51,-
33417,1.0,1.0,1.0,20,-
33418,2.0,1.0,1.0,42,-
33419,2.0,1.0,1.0,33,-
33420,2.0,1.0,1.0,50,-
33421,2.0,1.0,1.0,14,1.0
33422,2.0,1.0,1.0,39,-
33423,2.0,1.0,1.0,38,-
33424,2.0,1.0,1.0,16,2.0
33425,2.0,1.0,1.0,15,2.0
33426,-,-,3.0,81,-
33427,1.0,1.0,1.0,46,-
33428,1.0,1.0,1.0,43,-
33429,1.0,1.0,1.0,20,-
33430,-,-,1.0,49,-
33431,-,-,3.0,64,-
33432,2.0,1.0,1.0,22,5.0
33433,2.0,1.0,1.0,20,-
33434,2.0,1.0,1.0,41,-
33435,1.0,1.0,1.0,37,-
33436,1.0,1.0,1.0,11,1.0
33437,2.0,2.0,1.0,60,-
33438,1.0,2.0,1.0,34,-
33439,1.0,2.0,3.0,11,1.0
33440,-,-,1.0,43,-
33441,-,-,1.0,35,-
33442,1.0,1.0,1.0,14,1.0
33443,-,-,-,1,7.0
33444,1.0,2.0,1.0,29,-
33445,2.0,1.0,1.0,35,-
33446,-,-,-,7,1.0
33447,-,-,1.0,40,-
33448,2.0,1.0,1.0,37,-
33449,2.0,1.0,1.0,20,-
33450,2.0,1.0,1.0,18,-
33451,2.0,1.0,1.0,17,2.0
33452,-,-,1.0,53,-
33453,-,-,1.0,58,-
33454,-,-,1.0,17,-
33455,-,-,1.0,68,-
33456,-,-,1.0,62,-
33457,-,-,1.0,28,4.0
33458,-,-,-,8,1.0
33459,1.0,1.0,1.0,33,-
33460,1.0,1.0,1.0,26,-
33461,1.0,1.0,1.0,16,2.0
33462,-,-,1.0,41,-
33463,2.0,1.0,1.0,43,-
33464,1.0,1.0,1.0,18,-
33465,-,-,-,0,-
33466,1.0,1.0,1.0,32,-
33467,1.0,1.0,1.0,25,-
33468,-,-,-,6,1.0
33469,-,-,3.0,46,-
33470,-,-,3.0,72,-
33471,1.0,1.0,1.0,61,-
33472,-,-,1.0,74,-
33473,1.0,1.0,1.0,33,-
33474,2.0,1.0,1.0,29,-
33475,-,-,1.0,61,-
33476,2.0,1.0,1.0,18,2.0
33477,1.0,1.0,1.0,48,-
33478,1.0,1.0,1.0,25,-
33479,2.0,1.0,1.0,46,-
33480,-,-,1.0,48,-
33481,2.0,1.0,1.0,25,-
33482,2.0,1.0,1.0,20,-
33483,2.0,1.0,1.0,17,2.0
33484,2.0,1.0,1.0,12,1.0
33485,2.0,1.0,1.0,22,-
33486,-,-,1.0,50,-
33487,-,-,3.0,26,-
33488,2.0,1.0,1.0,25,-
33489,1.0,1.0,1.0,38,-
33490,1.0,1.0,1.0,41,-
33491,1.0,1.0,1.0,13,1.0
33492,-,-,-,6,1.0
33493,-,-,1.0,37,-
33494,-,-,3.0,10,1.0
33495,-,-,-,1,-
33496,2.0,1.0,1.0,60,-
33497,-,-,1.0,54,-
33498,2.0,1.0,1.0,35,-
33499,-,-,3.0,82,-
33500,1.0,1.0,1.0,32,-
33501,1.0,1.0,1.0,35,-
33502,1.0,1.0,1.0,48,-
33503,1.0,1.0,1.0,42,-
33504,1.0,1.0,1.0,16,2.0
33505,1.0,1.0,1.0,11,1.0
33506,-,-,-,8,1.0
33507,2.0,1.0,1.0,32,-
33508,-,-,-,2,-
33509,2.0,1.0,1.0,57,-
33510,-,-,1.0,58,-
33511,1.0,2.0,1.0,55,-
33512,1.0,2.0,1.0,59,-
33513,1.0,1.0,1.0,51,-
33514,1.0,2.0,1.0,76,-
33515,1.0,1.0,1.0,33,-
33516,2.0,1.0,1.0,29,-
33517,-,-,-,0,-
33518,1.0,1.0,1.0,37,-
33519,1.0,1.0,1.0,34,-
33520,1.0,1.0,1.0,77,-
33521,-,-,1.0,69,-
33522,1.0,1.0,1.0,23,-
33523,1.0,1.0,1.0,25,-
33524,1.0,1.0,1.0,25,-
33525,1.0,1.0,1.0,22,-
33526,1.0,1.0,1.0,35,5.0
33527,1.0,2.0,1.0,65,-
33528,1.0,1.0,1.0,22,-
33529,1.0,1.0,1.0,27,-
33530,1.0,1.0,1.0,33,-
33531,1.0,1.0,1.0,29,-
33532,1.0,1.0,1.0,54,-
33533,1.0,1.0,1.0,32,-
33534,1.0,1.0,1.0,27,5.0
33535,-,-,1.0,59,-
33536,1.0,2.0,1.0,54,-
33537,1.0,2.0,1.0,30,-
33538,1.0,1.0,1.0,59,-
33539,1.0,1.0,1.0,57,-
33540,1.0,1.0,1.0,73,-
33541,-,-,1.0,78,-
33542,1.0,1.0,1.0,51,-
33543,-,-,1.0,62,-
33544,1.0,1.0,1.0,51,-
33545,1.0,1.0,1.0,40,-
33546,-,-,-,4,7.0
33547,1.0,2.0,1.0,31,-
33548,1.0,1.0,1.0,31,-
33549,1.0,1.0,1.0,27,-
33550,1.0,1.0,1.0,41,-
33551,1.0,1.0,1.0,37,-
33552,1.0,1.0,1.0,33,-
33553,1.0,1.0,1.0,22,5.0
33554,1.0,1.0,1.0,23,-
33555,1.0,1.0,1.0,31,-
33556,1.0,1.0,1.0,31,-
33557,-,-,1.0,70,-
33558,1.0,2.0,1.0,55,-
33559,-,-,3.0,85,-
33560,1.0,1.0,1.0,61,-
33561,1.0,1.0,1.0,60,-
33562,1.0,1.0,1.0,25,-
33563,1.0,1.0,1.0,21,5.0
33564,1.0,2.0,1.0,51,-
33565,-,-,3.0,71,-
33566,-,-,1.0,80,-
33567,2.0,2.0,3.0,47,-
33568,1.0,1.0,1.0,64,-
33569,1.0,1.0,1.0,45,-
33570,1.0,1.0,1.0,28,5.0
33571,1.0,2.0,1.0,71,-
33572,-,-,1.0,70,-
33573,1.0,1.0,1.0,41,-
33574,1.0,1.0,1.0,37,-
33575,1.0,1.0,1.0,45,-
33576,1.0,1.0,1.0,10,1.0
33577,1.0,2.0,1.0,67,-
33578,1.0,1.0,1.0,66,-
33579,1.0,1.0,1.0,29,-
33580,-,-,3.0,80,-
33581,2.0,1.0,1.0,62,-
33582,1.0,1.0,1.0,53,-
33583,1.0,1.0,1.0,36,-
33584,1.0,2.0,1.0,58,-
33585,1.0,2.0,1.0,64,-
33586,1.0,1.0,1.0,28,11.0
33587,1.0,1.0,1.0,45,-
33588,1.0,1.0,1.0,14,1.0
33589,1.0,1.0,1.0,10,1.0
33590,1.0,1.0,1.0,51,-
33591,1.0,1.0,1.0,32,-
33592,1.0,1.0,1.0,27,-
33593,-,-,3.0,73,-
33594,1.0,2.0,1.0,54,-
33595,1.0,1.0,1.0,50,-
33596,1.0,1.0,1.0,30,5.0
33597,1.0,1.0,1.0,17,2.0
33598,1.0,1.0,1.0,55,-
33599,-,-,1.0,54,-
33600,1.0,1.0,1.0,26,5.0
33601,1.0,1.0,1.0,10,1.0
33602,1.0,1.0,1.0,26,-
33603,1.0,1.0,1.0,25,-
33604,1.0,1.0,1.0,53,-
33605,1.0,1.0,1.0,48,-
33606,1.0,1.0,1.0,18,2.0
33607,1.0,1.0,1.0,16,2.0
33608,1.0,1.0,1.0,41,-
33609,-,-,-,8,1.0
33610,1.0,1.0,1.0,45,-
33611,1.0,1.0,1.0,53,-
33612,1.0,1.0,1.0,56,-
33613,1.0,1.0,1.0,24,-
33614,1.0,1.0,1.0,21,5.0
33615,1.0,1.0,1.0,40,-
33616,1.0,1.0,1.0,63,-
33617,1.0,1.0,1.0,68,-
33618,-,-,3.0,90,-
33619,1.0,1.0,1.0,61,-
33620,1.0,1.0,1.0,54,-
33621,1.0,1.0,1.0,70,-
33622,1.0,1.0,1.0,62,-
33623,-,-,1.0,64,-
33624,-,-,3.0,50,-
33625,1.0,1.0,1.0,31,-
33626,1.0,1.0,1.0,29,-
33627,1.0,1.0,1.0,30,-
33628,1.0,1.0,1.0,32,-
33629,1.0,1.0,1.0,38,-
33630,1.0,1.0,1.0,33,-
33631,1.0,1.0,1.0,63,-
33632,1.0,1.0,1.0,66,-
33633,1.0,1.0,1.0,37,-
33634,1.0,1.0,1.0,35,-
33635,-,-,-,7,9.0
33636,1.0,1.0,1.0,54,6.0
33637,1.0,1.0,1.0,52,-
33638,1.0,1.0,1.0,28,-
33639,1.0,1.0,1.0,25,5.0
33640,1.0,1.0,1.0,61,-
33641,1.0,1.0,1.0,57,-
33642,1.0,1.0,1.0,43,-
33643,1.0,1.0,1.0,34,-
33644,1.0,1.0,1.0,57,-
33645,1.0,1.0,1.0,43,-
33646,1.0,1.0,1.0,46,-
33647,1.0,1.0,1.0,74,-
33648,1.0,1.0,1.0,37,-
33649,-,-,-,9,1.0
33650,1.0,1.0,1.0,25,5.0
33651,2.0,1.0,1.0,32,-
33652,1.0,1.0,3.0,11,1.0
33653,1.0,1.0,1.0,27,-
33654,1.0,1.0,1.0,45,-
33655,1.0,1.0,1.0,47,-
33656,1.0,1.0,1.0,15,2.0
33657,1.0,2.0,3.0,69,-
33658,1.0,1.0,1.0,53,-
33659,1.0,1.0,1.0,54,-
33660,1.0,1.0,1.0,30,-
33661,1.0,1.0,1.0,28,-
33662,1.0,1.0,1.0,30,-
33663,-,-,-,6,9.0
33664,1.0,1.0,1.0,29,5.0
33665,1.0,1.0,1.0,51,-
33666,1.0,1.0,1.0,54,-
33667,1.0,1.0,1.0,28,-
33668,2.0,1.0,1.0,41,-
33669,2.0,1.0,1.0,38,-
33670,1.0,1.0,1.0,15,2.0
33671,1.0,1.0,1.0,34,-
33672,1.0,1.0,1.0,35,-
33673,-,-,-,1,7.0
33674,1.0,1.0,1.0,59,-
33675,1.0,1.0,1.0,52,-
33676,1.0,1.0,1.0,24,5.0
33677,1.0,1.0,1.0,28,-
33678,-,-,-,7,1.0
33679,1.0,1.0,1.0,38,5.0
33680,1.0,1.0,1.0,19,-
33681,1.0,2.0,3.0,67,-
33682,1.0,1.0,1.0,60,-
33683,1.0,1.0,1.0,33,-
33684,1.0,1.0,1.0,35,-
33685,1.0,1.0,1.0,48,-
33686,1.0,1.0,1.0,45,-
33687,1.0,1.0,1.0,30,-
33688,1.0,1.0,1.0,38,-
33689,-,-,-,6,1.0
33690,-,-,1.0,77,-
33691,1.0,1.0,1.0,23,-
33692,1.0,1.0,1.0,32,-
33693,1.0,1.0,1.0,39,-
33694,1.0,1.0,1.0,37,-
33695,1.0,1.0,1.0,10,1.0
33696,-,-,-,5,9.0
33697,1.0,1.0,1.0,64,-
33698,1.0,1.0,1.0,39,-
33699,1.0,1.0,1.0,27,5.0
33700,1.0,1.0,1.0,26,-
33701,1.0,1.0,1.0,52,-
33702,2.0,1.0,1.0,57,-
33703,1.0,1.0,1.0,31,-
33704,1.0,1.0,1.0,27,5.0
33705,1.0,1.0,1.0,13,1.0
33706,-,-,3.0,69,-
33707,-,-,1.0,68,-
33708,1.0,1.0,1.0,30,-
33709,1.0,1.0,1.0,61,-
33710,1.0,1.0,1.0,61,-
33711,1.0,2.0,1.0,43,-
33712,1.0,1.0,1.0,18,-
33713,1.0,2.0,1.0,60,-
33714,-,-,1.0,90,-
33715,-,-,1.0,60,-
33716,1.0,1.0,1.0,51,-
33717,1.0,1.0,1.0,15,2.0
33718,1.0,1.0,1.0,50,-
33719,1.0,1.0,1.0,64,-
33720,1.0,1.0,1.0,41,-
33721,1.0,1.0,1.0,40,-
33722,1.0,1.0,1.0,19,-
33723,-,-,1.0,68,-
33724,-,-,1.0,70,-
33725,-,-,1.0,65,-
33726,2.0,1.0,1.0,59,-
33727,2.0,1.0,1.0,53,-
33728,2.0,1.0,1.0,26,-
33729,1.0,1.0,1.0,53,-
33730,1.0,1.0,1.0,31,-
33731,1.0,1.0,1.0,25,-
33732,-,-,-,7,1.0
33733,-,-,-,3,7.0
33734,1.0,1.0,1.0,59,-
33735,1.0,1.0,1.0,66,-
33736,1.0,1.0,1.0,59,-
33737,1.0,1.0,1.0,55,-
33738,1.0,1.0,1.0,53,-
33739,1.0,1.0,1.0,44,-
33740,1.0,1.0,1.0,42,-
33741,1.0,1.0,1.0,17,2.0
33742,1.0,2.0,1.0,10,1.0
33743,1.0,1.0,1.0,56,-
33744,1.0,1.0,1.0,53,-
33745,1.0,1.0,1.0,24,5.0
33746,1.0,1.0,1.0,19,5.0
33747,-,-,1.0,53,-
33748,-,-,1.0,47,-
33749,1.0,1.0,1.0,58,-
33750,1.0,1.0,1.0,65,-
33751,1.0,1.0,1.0,44,-
33752,1.0,1.0,1.0,40,-
33753,-,-,-,2,-
33754,1.0,1.0,1.0,53,-
33755,1.0,1.0,1.0,52,-
33756,1.0,1.0,1.0,25,-
33757,1.0,1.0,1.0,39,-
33758,1.0,1.0,1.0,11,1.0
33759,1.0,1.0,1.0,36,-
33760,1.0,1.0,1.0,36,-
33761,1.0,1.0,1.0,32,5.0
33762,1.0,1.0,1.0,57,-
33763,1.0,1.0,1.0,18,2.0
33764,2.0,1.0,1.0,42,-
33765,1.0,1.0,1.0,36,-
33766,-,-,-,4,9.0
33767,-,-,-,0,7.0
33768,-,-,1.0,35,-
33769,1.0,1.0,1.0,42,-
33770,-,-,3.0,75,-
33771,1.0,1.0,1.0,46,-
33772,1.0,1.0,1.0,15,2.0
33773,-,-,1.0,59,-
33774,2.0,1.0,1.0,39,-
33775,1.0,1.0,1.0,48,-
33776,1.0,1.0,1.0,47,-
33777,-,-,-,7,1.0
33778,1.0,1.0,1.0,51,-
33779,1.0,1.0,1.0,49,-
33780,1.0,1.0,1.0,29,-
33781,1.0,1.0,1.0,22,-
33782,-,-,3.0,73,-
33783,1.0,1.0,1.0,42,-
33784,1.0,1.0,1.0,18,10.0
33785,1.0,1.0,1.0,17,2.0
33786,1.0,1.0,1.0,40,5.0
33787,2.0,1.0,1.0,37,-
33788,2.0,1.0,1.0,14,1.0
33789,-,-,-,7,1.0
33790,-,-,3.0,80,-
33791,-,-,3.0,78,-
33792,-,-,1.0,74,-
33793,1.0,1.0,1.0,49,-
33794,1.0,1.0,1.0,28,-
33795,1.0,1.0,1.0,26,5.0
33796,1.0,1.0,1.0,51,-
33797,1.0,1.0,1.0,33,-
33798,1.0,1.0,1.0,17,2.0
33799,1.0,1.0,1.0,16,2.0
33800,1.0,1.0,1.0,48,5.0
33801,1.0,1.0,1.0,26,-
33802,1.0,1.0,1.0,30,-
33803,1.0,1.0,1.0,54,-
33804,1.0,1.0,1.0,52,-
33805,1.0,1.0,1.0,24,5.0
33806,-,-,3.0,74,-
33807,1.0,1.0,1.0,34,-
33808,1.0,1.0,1.0,15,2.0
33809,-,-,-,3,7.0
33810,1.0,1.0,1.0,30,-
33811,-,-,1.0,86,-
33812,-,-,1.0,81,-
33813,-,-,3.0,78,-
33814,-,-,3.0,73,-
33815,-,-,3.0,67,-
33816,-,-,3.0,91,-
33817,-,-,3.0,84,-
33818,1.0,1.0,1.0,37,-
33819,1.0,1.0,1.0,65,-
33820,1.0,2.0,1.0,48,-
33821,1.0,1.0,1.0,30,-
33822,1.0,1.0,1.0,28,-
33823,-,-,3.0,84,-
33824,1.0,1.0,1.0,39,-
33825,1.0,1.0,1.0,36,-
33826,1.0,1.0,1.0,15,2.0
33827,1.0,1.0,1.0,12,1.0
33828,1.0,1.0,1.0,35,-
33829,1.0,1.0,1.0,30,-
33830,1.0,1.0,1.0,40,-
33831,-,-,3.0,68,-
33832,1.0,1.0,1.0,50,-
33833,1.0,1.0,1.0,45,-
33834,-,-,3.0,90,-
33835,1.0,2.0,1.0,55,-
33836,-,-,3.0,68,-
33837,1.0,1.0,1.0,64,-
33838,1.0,1.0,1.0,62,-
33839,1.0,1.0,1.0,35,-
33840,-,-,1.0,60,-
33841,2.0,1.0,1.0,58,-
33842,-,-,1.0,65,-
33843,1.0,1.0,1.0,36,-
33844,1.0,1.0,1.0,19,2.0
33845,1.0,1.0,1.0,17,2.0
33846,2.0,1.0,1.0,33,-
33847,2.0,1.0,1.0,43,-
33848,1.0,1.0,1.0,15,2.0
33849,2.0,1.0,1.0,11,1.0
33850,1.0,1.0,1.0,53,-
33851,-,-,1.0,53,-
33852,1.0,1.0,1.0,16,2.0
33853,2.0,1.0,1.0,34,-
33854,1.0,1.0,1.0,27,-
33855,2.0,1.0,1.0,16,1.0
33856,-,-,-,9,1.0
33857,-,-,-,6,9.0
33858,-,-,1.0,63,-
33859,-,-,3.0,62,-
33860,-,-,1.0,47,-
33861,-,-,1.0,43,-
33862,2.0,1.0,1.0,18,-
33863,2.0,1.0,1.0,18,-
33864,2.0,1.0,1.0,22,-
