,V061112,V061113,V06112,V8005,V6003
33865,-,-,-,1,7.0
33866,-,-,-,0,-
33867,2.0,1.0,1.0,40,-
33868,1.0,1.0,1.0,37,-
33869,2.0,1.0,3.0,10,1.0
33870,2.0,1.0,1.0,34,-
33871,1.0,1.0,1.0,16,1.0
33872,1.0,1.0,1.0,14,1.0
33873,2.0,1.0,1.0,32,-
33874,2.0,1.0,1.0,32,-
33875,-,-,-,9,1.0
33876,2.0,1.0,1.0,43,-
33877,2.0,1.0,1.0,35,-
33878,1.0,1.0,1.0,14,1.0
33879,-,-,-,7,1.0
33880,-,-,1.0,53,-
33881,-,-,1.0,55,-
33882,2.0,1.0,1.0,39,-
33883,-,-,1.0,47,-
33884,2.0,1.0,1.0,17,2.0
33885,-,-,3.0,51,-
33886,2.0,1.0,1.0,23,-
33887,-,-,-,4,-
33888,-,-,1.0,40,-
33889,1.0,1.0,1.0,24,-
33890,-,-,-,5,9.0
33891,-,-,-,1,7.0
33892,-,-,1.0,34,-
33893,2.0,1.0,1.0,34,-
33894,1.0,1.0,1.0,13,1.0
33895,-,-,3.0,61,-
33896,-,-,1.0,59,-
33897,1.0,1.0,1.0,33,-
33898,1.0,1.0,1.0,34,-
33899,-,-,-,2,-
33900,1.0,2.0,1.0,58,-
33901,1.0,1.0,1.0,53,-
33902,-,-,1.0,73,2.0
33903,-,-,3.0,69,-
33904,1.0,1.0,1.0,36,-
33905,1.0,1.0,1.0,22,-
33906,-,-,1.0,68,-
33907,1.0,2.0,1.0,46,-
33908,1.0,2.0,1.0,44,-
33909,1.0,1.0,1.0,24,5.0
33910,1.0,1.0,1.0,18,2.0
33911,-,-,3.0,82,-
33912,-,-,3.0,80,-
33913,-,-,3.0,87,-
33914,-,-,3.0,78,-
33915,1.0,1.0,1.0,49,-
33916,1.0,1.0,1.0,25,-
33917,1.0,2.0,3.0,15,2.0
33918,-,-,1.0,53,-
33919,1.0,1.0,1.0,23,-
33920,1.0,1.0,1.0,18,-
33921,-,-,3.0,56,-
33922,2.0,1.0,1.0,55,5.0
33923,1.0,1.0,1.0,29,-
33924,1.0,1.0,1.0,25,-
33925,1.0,1.0,1.0,13,1.0
33926,1.0,1.0,1.0,52,-
33927,1.0,1.0,1.0,52,2.0
33928,1.0,1.0,1.0,23,5.0
33929,1.0,1.0,1.0,14,1.0
33930,1.0,1.0,1.0,37,5.0
33931,1.0,1.0,1.0,30,-
33932,2.0,1.0,1.0,47,-
33933,-,-,3.0,35,-
33934,2.0,1.0,1.0,30,-
33935,2.0,1.0,1.0,12,1.0
33936,-,-,-,9,1.0
33937,2.0,1.0,1.0,26,-
33938,2.0,1.0,1.0,40,-
33939,2.0,1.0,1.0,41,-
33940,2.0,1.0,1.0,15,2.0
33941,-,-,-,3,7.0
33942,1.0,1.0,1.0,29,-
33943,1.0,1.0,1.0,27,-
33944,-,-,1.0,49,-
33945,-,-,1.0,45,-
33946,-,-,3.0,27,-
33947,1.0,2.0,1.0,23,-
33948,1.0,1.0,1.0,52,-
33949,1.0,1.0,1.0,50,-
33950,1.0,1.0,1.0,27,-
33951,1.0,1.0,1.0,23,-
33952,1.0,1.0,1.0,53,-
33953,1.0,1.0,1.0,51,-
33954,1.0,1.0,1.0,26,-
33955,1.0,1.0,1.0,22,5.0
33956,2.0,1.0,1.0,50,-
33957,-,-,1.0,52,-
33958,1.0,2.0,3.0,53,-
33959,1.0,2.0,3.0,49,-
33960,1.0,1.0,1.0,28,5.0
33961,-,-,3.0,79,-
33962,2.0,2.0,1.0,29,5.0
33963,2.0,1.0,3.0,33,2.0
33964,-,-,-,0,-
33965,-,-,1.0,69,-
33966,2.0,1.0,1.0,57,-
33967,1.0,1.0,1.0,37,-
33968,1.0,1.0,1.0,18,-
33969,1.0,1.0,1.0,55,-
33970,1.0,1.0,1.0,38,-
33971,-,-,-,6,1.0
33972,1.0,1.0,1.0,53,-
33973,1.0,1.0,1.0,45,-
33974,1.0,1.0,1.0,24,-
33975,1.0,1.0,1.0,19,-
33976,2.0,1.0,1.0,52,-
33977,1.0,1.0,1.0,25,5.0
33978,1.0,1.0,1.0,19,5.0
33979,1.0,1.0,1.0,16,2.0
33980,1.0,1.0,1.0,12,1.0
33981,-,-,3.0,53,-
33982,1.0,1.0,1.0,31,-
33983,-,-,3.0,84,-
33984,-,-,3.0,50,-
33985,-,-,1.0,45,-
33986,2.0,1.0,1.0,41,-
33987,2.0,1.0,1.0,43,-
33988,1.0,1.0,1.0,17,2.0
33989,-,-,1.0,66,-
33990,1.0,1.0,1.0,22,5.0
33991,-,-,1.0,55,-
33992,1.0,1.0,1.0,38,-
33993,1.0,1.0,1.0,50,-
33994,1.0,1.0,1.0,13,1.0
33995,1.0,1.0,1.0,54,-
33996,1.0,1.0,1.0,28,-
33997,-,-,3.0,65,-
33998,2.0,1.0,1.0,27,-
33999,2.0,1.0,1.0,51,-
34000,2.0,1.0,1.0,37,-
34001,2.0,1.0,1.0,17,2.0
34002,2.0,1.0,3.0,10,1.0
34003,-,-,3.0,60,-
34004,-,-,3.0,65,-
34005,1.0,1.0,1.0,40,-
34006,1.0,1.0,1.0,30,-
34007,2.0,1.0,1.0,48,-
34008,1.0,1.0,1.0,41,-
34009,1.0,2.0,1.0,46,-
34010,1.0,2.0,1.0,45,-
34011,1.0,1.0,1.0,17,2.0
34012,1.0,1.0,1.0,17,2.0
34013,-,-,1.0,62,-
34014,-,-,3.0,64,-
34015,1.0,1.0,1.0,42,-
34016,1.0,1.0,1.0,25,-
34017,1.0,1.0,1.0,19,5.0
34018,1.0,2.0,3.0,16,2.0
34019,2.0,1.0,1.0,37,-
34020,2.0,1.0,1.0,37,-
34021,1.0,1.0,3.0,12,1.0
34022,-,-,-,5,9.0
34023,-,-,3.0,63,-
34024,-,-,1.0,59,-
34025,-,-,1.0,74,-
34026,-,-,3.0,70,-
34027,1.0,1.0,1.0,44,-
34028,1.0,1.0,1.0,37,5.0
34029,1.0,1.0,1.0,30,-
34030,2.0,1.0,1.0,28,-
34031,-,-,-,3,7.0
34032,-,-,-,1,7.0
34033,1.0,1.0,1.0,43,-
34034,1.0,1.0,1.0,47,-
34035,1.0,1.0,1.0,19,-
34036,1.0,1.0,1.0,52,-
34037,1.0,1.0,1.0,30,-
34038,1.0,1.0,3.0,13,1.0
34039,1.0,2.0,3.0,11,1.0
34040,-,-,-,8,1.0
34041,1.0,1.0,1.0,57,-
34042,1.0,1.0,1.0,20,5.0
34043,-,-,3.0,62,-
34044,-,-,1.0,56,-
34045,1.0,1.0,1.0,32,-
34046,1.0,1.0,1.0,32,-
34047,-,-,-,3,-
34048,-,-,-,3,-
34049,1.0,1.0,1.0,53,-
34050,1.0,1.0,1.0,50,5.0
34051,1.0,1.0,1.0,24,5.0
34052,1.0,1.0,1.0,20,-
34053,-,-,3.0,60,-
34054,-,-,3.0,60,-
34055,2.0,1.0,1.0,30,-
34056,2.0,1.0,1.0,25,-
34057,-,-,1.0,25,-
34058,-,-,-,7,1.0
34059,2.0,1.0,1.0,23,-
34060,2.0,1.0,1.0,19,-
34061,2.0,1.0,1.0,40,-
34062,2.0,1.0,1.0,20,-
34063,-,-,-,5,9.0
34064,-,-,1.0,54,-
34065,-,-,3.0,53,-
34066,1.0,1.0,1.0,29,-
34067,1.0,1.0,1.0,23,-
34068,1.0,1.0,1.0,17,2.0
34069,1.0,1.0,1.0,53,-
34070,1.0,1.0,1.0,43,-
34071,2.0,1.0,1.0,39,-
34072,2.0,1.0,1.0,42,-
34073,2.0,1.0,1.0,30,-
34074,2.0,1.0,1.0,39,-
34075,-,-,-,7,1.0
34076,1.0,1.0,1.0,33,-
34077,1.0,1.0,1.0,28,-
34078,-,-,1.0,65,-
34079,1.0,1.0,1.0,35,-
34080,1.0,1.0,1.0,32,-
34081,1.0,1.0,1.0,31,-
34082,1.0,1.0,1.0,13,1.0
34083,-,-,3.0,72,-
34084,1.0,1.0,1.0,28,-
34085,1.0,1.0,1.0,48,-
34086,1.0,1.0,1.0,48,-
34087,1.0,1.0,1.0,26,-
34088,1.0,1.0,1.0,23,-
34089,2.0,1.0,1.0,31,-
34090,2.0,1.0,1.0,22,-
34091,-,-,3.0,75,-
34092,-,-,1.0,50,-
34093,2.0,1.0,1.0,38,-
34094,2.0,1.0,1.0,27,-
34095,-,-,-,2,7.0
34096,2.0,1.0,1.0,40,-
34097,-,-,1.0,48,-
34098,-,-,3.0,43,-
34099,2.0,1.0,1.0,27,-
34100,2.0,1.0,1.0,22,-
34101,2.0,1.0,1.0,20,-
34102,2.0,1.0,1.0,17,2.0
34103,1.0,1.0,1.0,46,-
34104,1.0,1.0,1.0,38,-
34105,1.0,1.0,1.0,21,-
34106,1.0,1.0,1.0,16,2.0
34107,-,-,1.0,46,-
34108,2.0,1.0,1.0,47,-
34109,1.0,1.0,1.0,27,-
34110,1.0,1.0,1.0,22,-
34111,1.0,1.0,1.0,15,2.0
34112,1.0,1.0,1.0,39,-
34113,2.0,1.0,1.0,43,-
34114,1.0,1.0,1.0,17,2.0
34115,1.0,1.0,1.0,13,1.0
34116,-,-,1.0,37,-
34117,2.0,1.0,1.0,20,-
34118,1.0,1.0,1.0,17,-
34119,1.0,1.0,1.0,15,2.0
34120,1.0,1.0,1.0,14,1.0
34121,1.0,1.0,3.0,11,1.0
34122,-,-,-,7,1.0
34123,1.0,2.0,1.0,53,-
34124,-,-,3.0,53,-
34125,2.0,1.0,1.0,21,-
34126,1.0,1.0,1.0,17,2.0
34127,-,-,1.0,48,-
34128,-,-,1.0,41,3.0
34129,1.0,1.0,1.0,42,-
34130,1.0,1.0,1.0,40,-
34131,1.0,1.0,1.0,15,2.0
34132,1.0,1.0,1.0,52,-
34133,-,-,1.0,47,-
34134,1.0,1.0,1.0,23,-
34135,1.0,1.0,1.0,21,5.0
34136,-,-,3.0,54,-
34137,2.0,1.0,1.0,25,-
34138,-,-,3.0,18,2.0
34139,-,-,3.0,14,2.0
34140,2.0,1.0,1.0,26,-
34141,-,-,1.0,22,-
34142,-,-,-,2,7.0
34143,-,-,3.0,53,-
34144,-,-,3.0,28,-
34145,-,-,3.0,10,1.0
34146,-,-,-,4,9.0
34147,-,-,1.0,72,-
34148,1.0,1.0,1.0,54,-
34149,-,-,1.0,52,-
34150,-,-,1.0,59,-
34151,1.0,1.0,1.0,57,-
34152,1.0,1.0,1.0,36,-
34153,1.0,1.0,1.0,15,2.0
34154,-,-,-,7,1.0
34155,1.0,1.0,1.0,54,-
34156,1.0,1.0,1.0,44,-
34157,1.0,1.0,1.0,19,2.0
34158,-,-,-,7,1.0
34159,-,-,-,4,7.0
34160,-,-,1.0,50,-
34161,-,-,1.0,55,-
34162,1.0,1.0,1.0,48,-
34163,1.0,1.0,1.0,22,5.0
34164,1.0,1.0,1.0,35,-
34165,1.0,1.0,1.0,31,-
34166,-,-,-,2,7.0
34167,-,-,3.0,73,-
34168,-,-,3.0,63,-
34169,-,-,3.0,63,-
34170,2.0,1.0,1.0,43,-
34171,1.0,1.0,1.0,20,-
34172,-,-,1.0,59,-
34173,-,-,1.0,50,-
34174,2.0,1.0,1.0,32,-
34175,-,-,-,1,-
34176,2.0,1.0,1.0,28,-
34177,-,-,3.0,37,-
34178,-,-,-,7,1.0
34179,-,-,-,2,7.0
34180,-,-,1.0,56,-
34181,-,-,1.0,44,-
34182,2.0,2.0,1.0,28,5.0
34183,-,-,3.0,83,-
34184,2.0,1.0,1.0,18,-
34185,-,-,1.0,57,-
34186,2.0,1.0,1.0,43,-
34187,1.0,1.0,1.0,41,-
34188,1.0,1.0,1.0,17,-
34189,1.0,1.0,1.0,16,2.0
34190,2.0,1.0,1.0,45,-
34191,-,-,1.0,50,-
34192,1.0,1.0,1.0,20,5.0
34193,1.0,1.0,1.0,15,2.0
34194,2.0,1.0,1.0,51,-
34195,1.0,1.0,1.0,32,-
34196,-,-,-,9,1.0
34197,-,-,-,2,-
34198,-,-,1.0,57,-
34199,-,-,1.0,34,-
34200,1.0,1.0,1.0,33,-
34201,1.0,1.0,1.0,23,-
34202,1.0,1.0,1.0,21,-
34203,1.0,1.0,1.0,18,5.0
34204,1.0,1.0,1.0,48,-
34205,2.0,1.0,1.0,45,-
34206,1.0,1.0,1.0,14,2.0
34207,-,-,1.0,47,-
34208,1.0,1.0,1.0,23,-
34209,1.0,1.0,1.0,17,2.0
34210,1.0,1.0,1.0,14,1.0
34211,-,-,1.0,36,-
34212,-,-,1.0,39,-
34213,-,-,1.0,12,1.0
34214,-,-,3.0,10,1.0
34215,-,-,1.0,56,-
34216,-,-,1.0,54,-
34217,-,-,1.0,62,-
34218,2.0,1.0,1.0,29,-
34219,2.0,1.0,1.0,21,-
34220,-,-,1.0,64,-
34221,-,-,3.0,63,-
34222,1.0,2.0,3.0,52,-
34223,-,-,3.0,39,-
34224,2.0,1.0,1.0,42,-
34225,1.0,1.0,1.0,20,-
34226,-,-,-,7,1.0
34227,1.0,1.0,1.0,51,-
34228,1.0,1.0,1.0,40,-
34229,1.0,1.0,1.0,20,-
34230,1.0,1.0,1.0,15,2.0
34231,1.0,1.0,1.0,10,1.0
34232,2.0,1.0,1.0,30,-
34233,-,-,-,6,1.0
34234,1.0,1.0,1.0,41,-
34235,-,-,1.0,37,-
34236,1.0,1.0,1.0,15,2.0
34237,1.0,1.0,1.0,10,1.0
34238,-,-,-,9,1.0
34239,1.0,2.0,1.0,69,-
34240,-,-,1.0,50,-
34241,1.0,1.0,1.0,24,-
34242,1.0,1.0,1.0,21,-
34243,1.0,1.0,1.0,28,-
34244,1.0,1.0,1.0,29,-
34245,-,-,-,9,1.0
34246,-,-,-,7,1.0
34247,-,-,1.0,62,-
34248,-,-,1.0,62,-
34249,-,-,1.0,62,-
34250,-,-,3.0,57,-
34251,1.0,1.0,1.0,33,-
34252,1.0,1.0,1.0,31,-
34253,-,-,-,9,1.0
34254,1.0,1.0,1.0,53,-
34255,1.0,2.0,3.0,30,-
34256,1.0,1.0,1.0,17,-
34257,-,-,3.0,72,-
34258,2.0,1.0,1.0,22,-
34259,2.0,1.0,1.0,31,-
34260,2.0,1.0,1.0,58,-
34261,2.0,2.0,3.0,54,-
34262,2.0,1.0,1.0,15,2.0
34263,1.0,1.0,1.0,43,-
34264,1.0,1.0,1.0,48,-
34265,1.0,1.0,1.0,18,-
34266,1.0,2.0,3.0,10,1.0
34267,1.0,2.0,1.0,30,-
34268,-,-,1.0,28,-
34269,1.0,2.0,1.0,12,1.0
34270,1.0,2.0,3.0,11,1.0
34271,1.0,2.0,3.0,10,1.0
34272,-,-,-,5,9.0
34273,1.0,2.0,1.0,65,-
34274,1.0,2.0,1.0,60,-
34275,1.0,1.0,1.0,27,-
34276,1.0,2.0,1.0,61,-
34277,1.0,2.0,1.0,47,-
34278,1.0,2.0,1.0,25,-
34279,1.0,1.0,1.0,21,-
34280,1.0,1.0,1.0,32,-
34281,1.0,1.0,1.0,31,-
34282,1.0,1.0,1.0,12,1.0
34283,-,-,-,7,1.0
34284,-,-,1.0,64,-
34285,-,-,1.0,63,-
34286,1.0,1.0,1.0,39,-
34287,1.0,1.0,1.0,47,-
34288,1.0,1.0,1.0,10,1.0
34289,-,-,-,7,1.0
34290,1.0,1.0,1.0,38,-
34291,1.0,1.0,1.0,33,-
34292,-,-,-,9,1.0
34293,-,-,-,2,-
34294,1.0,1.0,1.0,38,-
34295,1.0,1.0,1.0,35,-
34296,1.0,1.0,1.0,12,1.0
34297,-,-,-,7,1.0
34298,1.0,1.0,1.0,45,-
34299,1.0,1.0,1.0,36,-
34300,1.0,1.0,1.0,23,-
34301,1.0,1.0,1.0,21,-
34302,1.0,1.0,1.0,18,-
34303,1.0,1.0,1.0,17,2.0
34304,1.0,1.0,1.0,15,2.0
34305,1.0,1.0,1.0,28,-
34306,-,-,-,5,9.0
34307,-,-,3.0,68,-
34308,-,-,3.0,66,-
34309,-,-,3.0,78,-
34310,-,-,1.0,70,-
34311,1.0,2.0,1.0,47,-
34312,1.0,1.0,1.0,63,-
34313,1.0,1.0,1.0,61,-
34314,1.0,1.0,1.0,37,-
34315,1.0,2.0,1.0,51,-
34316,1.0,1.0,1.0,46,-
34317,1.0,1.0,1.0,21,5.0
34318,1.0,1.0,1.0,18,-
34319,-,-,1.0,40,-
34320,1.0,1.0,1.0,35,-
34321,-,-,-,9,1.0
34322,-,-,1.0,66,-
34323,1.0,2.0,1.0,52,-
34324,1.0,1.0,1.0,17,2.0
34325,1.0,2.0,3.0,12,1.0
34326,-,-,3.0,84,-
34327,-,-,3.0,78,-
34328,1.0,2.0,1.0,50,-
34329,1.0,1.0,1.0,49,-
34330,1.0,1.0,1.0,44,-
34331,1.0,1.0,1.0,18,2.0
34332,1.0,1.0,1.0,15,2.0
34333,-,-,3.0,74,-
34334,-,-,3.0,84,-
34335,2.0,1.0,1.0,34,-
34336,2.0,1.0,3.0,11,1.0
34337,-,-,3.0,58,-
34338,-,-,1.0,26,-
34339,-,-,-,7,1.0
34340,-,-,3.0,78,-
34341,-,-,3.0,74,-
34342,1.0,1.0,1.0,55,-
34343,1.0,1.0,1.0,52,-
34344,2.0,1.0,1.0,42,-
34345,2.0,1.0,1.0,25,-
34346,-,-,1.0,70,-
34347,-,-,1.0,65,-
34348,-,-,3.0,57,-
34349,-,-,1.0,66,-
34350,1.0,1.0,1.0,62,-
34351,1.0,1.0,1.0,40,-
34352,2.0,1.0,1.0,73,-
34353,-,-,1.0,67,-
34354,1.0,1.0,1.0,54,-
34355,1.0,1.0,1.0,50,-
34356,-,-,-,5,9.0
34357,-,-,3.0,77,-
34358,2.0,1.0,1.0,40,-
34359,-,-,3.0,67,-
34360,1.0,1.0,1.0,72,-
34361,1.0,1.0,1.0,48,-
34362,1.0,1.0,1.0,38,-
34363,1.0,1.0,1.0,10,1.0
34364,-,-,3.0,74,-
34365,-,-,3.0,72,-
34366,1.0,1.0,1.0,36,-
34367,1.0,1.0,1.0,31,-
34368,1.0,1.0,1.0,14,2.0
34369,-,-,1.0,58,-
34370,1.0,1.0,1.0,34,-
34371,1.0,1.0,1.0,16,2.0
34372,1.0,1.0,1.0,14,2.0
34373,-,-,1.0,67,-
34374,2.0,1.0,1.0,68,-
34375,1.0,1.0,1.0,34,-
34376,1.0,1.0,1.0,51,-
34377,-,-,3.0,85,-
34378,-,-,1.0,61,-
34379,1.0,1.0,1.0,39,5.0
34380,1.0,2.0,1.0,36,-
34381,1.0,1.0,1.0,18,5.0
34382,1.0,1.0,1.0,15,2.0
34383,-,-,-,6,1.0
34384,-,-,1.0,59,-
34385,1.0,2.0,1.0,62,-
34386,1.0,1.0,1.0,30,-
34387,-,-,1.0,74,-
34388,1.0,2.0,1.0,44,-
34389,1.0,1.0,1.0,25,-
34390,-,-,3.0,50,-
34391,-,-,1.0,47,-
34392,-,-,3.0,19,-
34393,1.0,2.0,1.0,16,1.0
34394,1.0,2.0,1.0,37,-
34395,-,-,1.0,35,-
34396,1.0,1.0,1.0,16,2.0
34397,1.0,1.0,1.0,15,2.0
34398,1.0,1.0,1.0,13,1.0
34399,1.0,2.0,3.0,10,1.0
34400,-,-,-,4,7.0
34401,1.0,1.0,1.0,62,-
34402,1.0,1.0,1.0,62,-
34403,1.0,1.0,1.0,42,-
34404,1.0,1.0,1.0,15,2.0
34405,-,-,3.0,52,-
34406,1.0,2.0,1.0,47,-
34407,1.0,1.0,1.0,20,5.0
34408,1.0,2.0,1.0,65,-
34409,1.0,2.0,1.0,54,-
34410,1.0,2.0,1.0,60,-
34411,1.0,1.0,1.0,59,-
34412,1.0,1.0,1.0,32,-
34413,1.0,1.0,1.0,31,-
34414,2.0,1.0,1.0,47,-
34415,-,-,3.0,54,-
34416,1.0,1.0,1.0,40,-
34417,1.0,1.0,1.0,39,-
34418,1.0,2.0,1.0,64,-
34419,1.0,2.0,1.0,64,-
34420,1.0,1.0,1.0,24,-
34421,-,-,1.0,50,-
34422,1.0,2.0,1.0,43,-
34423,1.0,2.0,1.0,21,5.0
34424,1.0,1.0,1.0,18,2.0
34425,-,-,1.0,85,-
34426,2.0,1.0,1.0,21,-
34427,-,-,1.0,53,-
34428,-,-,1.0,48,-
34429,1.0,1.0,1.0,23,5.0
34430,-,-,1.0,59,-
34431,-,-,1.0,36,-
34432,-,-,3.0,75,-
34433,2.0,1.0,1.0,29,-
34434,2.0,1.0,1.0,27,-
34435,-,-,3.0,67,-
34436,-,-,1.0,45,-
34437,2.0,1.0,1.0,18,-
34438,-,-,1.0,42,-
34439,2.0,1.0,1.0,33,-
34440,-,-,-,6,9.0
34441,-,-,-,3,-
34442,-,-,3.0,65,-
34443,-,-,1.0,53,-
34444,-,-,3.0,71,-
34445,1.0,1.0,1.0,54,-
34446,1.0,1.0,1.0,52,-
34447,1.0,1.0,1.0,29,-
34448,1.0,1.0,1.0,29,-
34449,1.0,1.0,1.0,24,-
34450,1.0,1.0,1.0,32,-
34451,1.0,1.0,1.0,50,-
34452,1.0,1.0,1.0,62,-
34453,1.0,1.0,1.0,31,-
34454,1.0,1.0,1.0,44,-
34455,1.0,1.0,1.0,41,-
34456,1.0,1.0,1.0,12,1.0
34457,-,-,-,7,1.0
34458,1.0,1.0,1.0,38,-
34459,1.0,1.0,1.0,37,-
34460,-,-,-,2,7.0
34461,-,-,-,0,-
34462,1.0,1.0,1.0,61,-
34463,1.0,1.0,1.0,61,-
34464,1.0,2.0,1.0,64,-
34465,1.0,1.0,1.0,53,-
34466,1.0,1.0,1.0,52,-
34467,1.0,1.0,3.0,29,-
34468,1.0,2.0,1.0,57,-
34469,1.0,2.0,1.0,59,-
34470,-,-,3.0,88,-
34471,1.0,1.0,1.0,35,-
34472,-,-,3.0,86,-
34473,1.0,1.0,1.0,52,-
34474,1.0,2.0,1.0,58,-
34475,1.0,1.0,1.0,57,-
34476,-,-,3.0,62,-
34477,-,-,3.0,51,-
34478,1.0,1.0,1.0,38,-
34479,1.0,1.0,1.0,37,-
34480,-,-,-,1,7.0
34481,1.0,1.0,1.0,53,-
34482,1.0,1.0,1.0,42,-
34483,1.0,1.0,1.0,34,-
34484,1.0,1.0,1.0,33,-
34485,-,-,-,2,-
34486,-,-,-,1,-
34487,1.0,1.0,1.0,40,-
34488,1.0,1.0,1.0,35,-
34489,-,-,-,2,7.0
34490,1.0,1.0,1.0,27,5.0
34491,1.0,1.0,1.0,26,-
34492,-,-,-,7,1.0
34493,1.0,1.0,1.0,61,-
34494,1.0,1.0,1.0,35,-
34495,1.0,1.0,1.0,52,5.0
34496,1.0,1.0,1.0,47,-
34497,1.0,1.0,1.0,18,2.0
34498,-,-,-,5,9.0
34499,1.0,2.0,3.0,71,-
34500,1.0,1.0,1.0,55,-
34501,1.0,1.0,1.0,48,-
34502,-,-,-,6,1.0
34503,1.0,1.0,1.0,25,-
34504,1.0,1.0,1.0,31,-
34505,-,-,3.0,97,-
34506,-,-,1.0,84,-
34507,1.0,1.0,1.0,26,-
34508,2.0,1.0,1.0,34,-
34509,2.0,1.0,1.0,34,-
34510,1.0,1.0,1.0,46,-
34511,1.0,1.0,1.0,45,-
34512,1.0,1.0,1.0,45,-
34513,1.0,1.0,1.0,20,2.0
34514,1.0,1.0,1.0,10,1.0
34515,1.0,1.0,1.0,54,-
34516,1.0,1.0,1.0,50,-
34517,1.0,1.0,1.0,17,2.0
34518,1.0,2.0,1.0,65,-
34519,1.0,1.0,1.0,40,-
34520,1.0,1.0,1.0,37,-
34521,1.0,1.0,1.0,51,-
34522,1.0,1.0,1.0,18,5.0
34523,1.0,1.0,1.0,10,1.0
34524,1.0,1.0,1.0,39,-
34525,1.0,1.0,1.0,26,-
34526,-,-,-,9,1.0
34527,-,-,-,6,9.0
34528,1.0,1.0,1.0,51,-
34529,1.0,1.0,1.0,55,-
34530,2.0,1.0,1.0,42,-
34531,2.0,2.0,1.0,14,1.0
34532,-,-,-,7,1.0
34533,2.0,1.0,1.0,34,-
34534,1.0,1.0,3.0,35,-
34535,1.0,1.0,1.0,31,-
34536,-,-,1.0,65,-
34537,-,-,1.0,60,-
34538,1.0,1.0,1.0,38,-
34539,-,-,1.0,70,-
34540,-,-,3.0,76,-
34541,-,-,3.0,74,-
34542,-,-,3.0,53,-
34543,-,-,1.0,42,-
34544,1.0,1.0,1.0,22,-
34545,1.0,1.0,1.0,21,5.0
34546,1.0,1.0,1.0,14,1.0
34547,-,-,-,2,7.0
34548,-,-,3.0,81,-
34549,1.0,2.0,1.0,44,-
34550,1.0,1.0,1.0,41,-
34551,-,-,-,6,9.0
34552,1.0,2.0,3.0,57,-
34553,-,-,3.0,70,-
34554,-,-,3.0,70,-
34555,1.0,1.0,1.0,43,-
34556,1.0,1.0,1.0,41,-
34557,-,-,-,7,1.0
34558,-,-,-,5,9.0
34559,1.0,1.0,1.0,76,-
34560,-,-,1.0,67,-
34561,1.0,1.0,1.0,42,-
34562,1.0,1.0,1.0,32,-
34563,-,-,3.0,86,-
34564,1.0,1.0,1.0,47,-
34565,1.0,1.0,1.0,45,-
34566,1.0,1.0,1.0,10,1.0
34567,1.0,2.0,3.0,67,-
34568,1.0,2.0,3.0,65,-
34569,1.0,2.0,1.0,32,-
34570,-,-,-,6,1.0
34571,1.0,2.0,1.0,28,-
34572,1.0,2.0,3.0,28,-
34573,1.0,1.0,1.0,33,-
34574,1.0,1.0,1.0,40,-
34575,1.0,1.0,1.0,27,-
34576,1.0,2.0,1.0,76,-
34577,1.0,1.0,1.0,28,-
34578,1.0,1.0,1.0,33,-
34579,1.0,1.0,1.0,30,-
34580,-,-,1.0,78,-
34581,1.0,2.0,1.0,76,-
34582,-,-,1.0,79,-
34583,1.0,1.0,1.0,30,-
34584,1.0,1.0,1.0,32,-
34585,2.0,1.0,1.0,33,-
34586,2.0,1.0,1.0,32,-
34587,1.0,1.0,1.0,29,11.0
34588,1.0,1.0,1.0,39,-
34589,-,-,3.0,73,-
34590,1.0,2.0,1.0,46,-
34591,-,-,3.0,84,-
34592,1.0,2.0,1.0,51,-
34593,2.0,1.0,1.0,41,-
34594,-,-,1.0,48,-
34595,1.0,1.0,1.0,43,-
34596,1.0,1.0,1.0,50,5.0
34597,1.0,1.0,1.0,22,2.0
34598,1.0,1.0,1.0,14,1.0
34599,1.0,1.0,1.0,33,-
34600,1.0,1.0,1.0,52,-
34601,-,-,1.0,34,-
34602,-,-,3.0,10,1.0
34603,-,-,-,8,1.0
34604,-,-,-,7,1.0
34605,-,-,1.0,53,-
34606,2.0,1.0,1.0,53,-
34607,2.0,1.0,1.0,28,-
34608,1.0,1.0,1.0,23,-
34609,1.0,1.0,1.0,52,-
34610,2.0,1.0,1.0,48,-
34611,2.0,1.0,1.0,21,5.0
34612,1.0,1.0,1.0,10,1.0
34613,1.0,1.0,1.0,60,-
34614,1.0,1.0,1.0,29,-
34615,1.0,1.0,1.0,62,-
34616,-,-,1.0,75,-
34617,-,-,1.0,65,-
34618,1.0,1.0,1.0,32,-
34619,1.0,1.0,1.0,33,-
34620,-,-,-,4,-
34621,-,-,1.0,65,-
34622,1.0,2.0,1.0,57,-
34623,-,-,1.0,42,-
34624,1.0,1.0,1.0,33,-
34625,1.0,2.0,1.0,13,1.0
34626,1.0,2.0,1.0,13,1.0
34627,1.0,2.0,1.0,43,-
34628,1.0,2.0,1.0,33,-
34629,1.0,1.0,1.0,59,-
34630,1.0,1.0,1.0,50,-
34631,-,-,1.0,66,-
34632,2.0,1.0,1.0,37,-
34633,2.0,1.0,1.0,43,-
34634,1.0,2.0,3.0,10,1.0
34635,-,-,-,7,1.0
34636,1.0,2.0,1.0,52,-
34637,1.0,2.0,1.0,51,-
34638,1.0,1.0,1.0,20,5.0
34639,1.0,1.0,1.0,14,1.0
34640,1.0,2.0,1.0,54,-
34641,-,-,1.0,51,-
34642,-,-,1.0,49,-
